"Year","UTLA18CD","UTLA18NM","Pop_Est_Total","Grants_Inside_AEF","Grants_Outside_AEF","Grants_LSSG_ABG","Grants_RSG","Income_Rates","Police_Grant","Central_Gov_Funding_Total","Central_Gov_Funding_Total_PerCap"
2010,"E06000028","Bournemouth",179308,110811.058239181,109698,16577,8090.8772512895,55718.8122594255,10152.438458318,311048.186208214,1.73471449242763
2011,"E06000028","Bournemouth",183450,101788.61435483,110952,1035,16227.5891260073,52498.9096383117,11288.9959991306,293791.109118279,1.60147783656734
2012,"E06000028","Bournemouth",186290,92714.0816027657,113436,1075,1236.29260264033,63775.1044235843,10537.037908434,282773.516537424,1.51792107218543
2013,"E06000028","Bournemouth",187914,86037.9927693228,97115,138,43377.3235721403,28865.3419898028,16112.2281736371,271645.886504903,1.44558620701439
2014,"E06000028","Bournemouth",189636,75835.5099908556,95028,82,36072.9998772833,31155.1941668657,17370.0523406563,255543.756375661,1.34754875854617
2015,"E06000028","Bournemouth",191673,68150.3475361463,93958.02747,49,26819.5577220419,29005.2681026852,16651.5015402774,234633.702371151,1.22413538876707
2016,"E06000028","Bournemouth",193653,53991.1044112205,92474,0,19793.1463943653,33288.1873417328,0,199546.438147319,1.03043298140136
2017,"E06000028","Bournemouth",194752,58888.6744273776,87838,0,12591.0036601562,34410.1882670576,16594.2089948085,210322.0753494,1.07994821798698
2018,"E06000028","Bournemouth",194355,64934.6970111006,76079.7460298756,0,8007.15086160683,32292.5782153789,16526.5220622893,197840.694180251,1.01793467716422
2002,"E06000036","Bracknell Forest",109490,11842.75727927,12573.283238329,NA,24054.6648069671,36937.0695097169,6366.95409335844,91774.7289276413,0.838201926455762
2003,"E06000036","Bracknell Forest",109475,14860.9755665096,14249.6493133059,NA,32471.522860811,34757.9509533925,6842.41390206939,103182.512596088,0.942521238603229
2004,"E06000036","Bracknell Forest",109189,19534.0341297529,20564.0099515874,NA,38563.4593791521,33149.7533707751,6902.0609692308,118713.317800498,1.08722781416167
2005,"E06000036","Bracknell Forest",109487,16251.7894933562,25862.2195529403,NA,37160.5549517392,39700.332831859,7107.35209107458,126082.248920969,1.15157277960826
2006,"E06000036","Bracknell Forest",109896,71071.790447191,28368.2437308826,NA,4705.12522952438,24374.2534066076,6857.16198253311,135376.574796739,1.23186080291129
2007,"E06000036","Bracknell Forest",110702,76154.1096421732,30601.5739302685,NA,4275.87946313011,25480.9774844486,6999.0286564667,143511.569176487,1.2963773841167
2008,"E06000036","Bracknell Forest",111455,76937.3702039516,31618.5021607735,4541,3904.34337223188,28042.533723883,7092.68894673257,152136.438407572,1.36500326057667
2009,"E06000036","Bracknell Forest",111916,79393.9400053716,39086.6333829142,4706,6086.55079208682,26370.9281600611,7256.1087372652,162900.161077699,1.45555739195199
2010,"E06000036","Bracknell Forest",112893,84222.4121917868,41898,5682,4178.69400180869,28779.086310613,7441.63186662574,172201.824370834,1.52535431223224
2011,"E06000036","Bracknell Forest",113696,94383.8806049293,42744.1405550259,367,7675.11040051689,24830.621482503,7903.39498578789,177904.148028763,1.56473532955217
2012,"E06000036","Bracknell Forest",115089,95156.2744432592,43784.1035521642,347,585.034745224372,30170.986810755,7372.08239615824,177415.481947561,1.54155029540235
2013,"E06000036","Bracknell Forest",116543,91019.1078198078,37775,78,23343.9876077476,16177.3275628836,11901.4402543173,180294.863244756,1.54702438794914
2014,"E06000036","Bracknell Forest",117997,93519.4791704136,38789.7256964089,42,20371.8693010491,27722.2150253688,12285.0439213739,192730.333114614,1.63334943358403
2015,"E06000036","Bracknell Forest",119205,97131.7301980351,38605.3362623772,26,16584.693449128,21880.4305875167,11710.550970707,185938.741467764,1.55982334187126
2016,"E06000036","Bracknell Forest",119730,96401.1267833209,35786.8255629074,5,12040.8091864952,7405.86783639613,11593.5805882321,163233.209957352,1.36334427426169
2017,"E06000036","Bracknell Forest",120377,93216.8720069371,33689.8079651427,14,7644.73581964489,29951.909470277,11444.4156004777,175961.740862479,1.46175549201658
2018,"E06000036","Bracknell Forest",121676,88772.248650564,31074.6089675456,18,464.460621700828,43093.0321350709,11491.5320953334,174913.882470215,1.43753807217705
2002,"E08000032","Bradford",475184,100268.658093942,119501.038116959,NA,268908.573258315,161478.944322276,35397.2169737181,685554.43076521,1.44271362412289
2003,"E08000032","Bradford",479166,143348.083995147,139389.222475972,NA,319591.156222936,148562.84171541,38781.6450579046,789672.949467371,1.6480154048229
2004,"E08000032","Bradford",484650,140409.052254255,149311.104199762,NA,349143.082627598,143375.743532245,39544.3964302423,821783.379044102,1.695622364684
2005,"E08000032","Bradford",491361,143725.829459232,148969.156088161,NA,357282.865410093,172578.529989161,41164.3121161026,863720.693062748,1.75781287701455
2006,"E08000032","Bradford",495658,462870.890056527,165636.123485812,NA,43623.6336104191,225988.370950424,38465.0250184871,936584.043121668,1.88957717442605
2007,"E08000032","Bradford",501357,499805.135076466,175270.502820894,NA,40067.8028647889,238756.116382395,39517.6344111257,993417.191555669,1.98145670960148
2008,"E08000032","Bradford",507323,477703.41329896,191406.086105857,46758.4691376783,36913.5721795864,265168.586638341,41324.7663675269,1059274.89372795,2.08796938780215
2009,"E08000032","Bradford",512392,507070.815680875,223157.330391194,51600.3039515255,58722.394088661,254414.369256195,42721.9691928539,1137687.1825613,2.22034532654941
2010,"E08000032","Bradford",518002,503088.194273953,245478.64576535,62663.1736398988,40997.0275509411,282327.546553398,44162.6206369466,1178717.20842049,2.27550706063005
2011,"E08000032","Bradford",523115,539518.316277351,244377.989969341,1460,75927.5960493335,245640.277265889,45246.2554329746,1152170.43499489,2.20251844239773
2012,"E08000032","Bradford",524386,540289.573558687,248917.520106339,1023,5746.4066840208,296455.057043691,41970.5317070079,1134402.08909975,2.16329591007339
2013,"E08000032","Bradford",525936,546300.754568026,205685.862171005,350,190452.239600754,122816.254138815,77002.1056088835,1142607.21608748,2.17252140200991
2014,"E08000032","Bradford",527567,538865.561303447,204146.923249491,289,155896.520333086,131065.080305709,78268.6112093386,1108531.69640107,2.10121500473129
2015,"E08000032","Bradford",529879,541261.201425679,197643.048617611,165,112833.261258251,137925.66317967,74268.0994711555,1064096.27395237,2.00818729172579
2016,"E08000032","Bradford",532539,481057.102239409,188117.955536432,104,88703.1363745493,131196.796720733,73680.0868003616,962859.077671485,1.80805364052489
2017,"E08000032","Bradford",534800,433911.63517892,177956.34906926,652,66732.0944480686,137531.563760411,72632.248925569,889415.891382229,1.66308132270424
2018,"E08000032","Bradford",537173,445108.023720331,169996.064366477,667.034,3396.3797778998,203086.372987248,72540.1432277368,894794.018079692,1.66574645054702
2002,"E09000005","Brent",269871,86160.6604236518,153573.852977312,NA,172377.562820139,85311.9580030071,37165.9342562519,534589.968480362,1.98090928065765
2003,"E09000005","Brent",268323,173988.930673741,174979.87244228,NA,201751.008694738,83600.4699597029,39275.0774266625,673595.359197124,2.51038993748998
2004,"E09000005","Brent",268335,172398.682594417,233539.03759924,NA,217867.859582549,82292.4204182043,40545.3642389808,746643.364433391,2.78250457239418
2005,"E09000005","Brent",270939,177730.262575959,245300.417738694,NA,222487.759945892,96627.0961485749,42420.4421728981,784565.978582018,2.89572921794949
2006,"E09000005","Brent",276504,350911.510765778,256167.930486685,NA,30108.7761698907,155974.960378135,36438.8479060784,829602.025706567,3.00032558554873
2007,"E09000005","Brent",283273,387611.481408981,266116.361434686,NA,27516.0236484875,163963.609129583,37803.4456448993,883010.921266637,3.11717290834862
2008,"E09000005","Brent",290901,354811.817593237,285774.369701802,16209,24636.8061920383,176983.318166126,39221.1143350732,897636.425988276,3.08571103567288
2009,"E09000005","Brent",298118,406870.474343269,334581.290544374,16435.7779498738,38512.1694955074,166856.153504258,40673.0232241507,1003928.88906143,3.36755542792261
2010,"E09000005","Brent",304785,411412.811784911,372547.237004427,26547.9818582037,26478.1061899809,182342.384436758,42146.0656974916,1061474.58697177,3.4826995651747
2011,"E09000005","Brent",312245,462435.229080054,391547.107273932,2225.54162976069,49504.681768591,160154.30050362,42919.6073914909,1108786.46764745,3.55101432416035
2012,"E09000005","Brent",314593,372093.275719105,396909.241606493,2111.60211548361,3756.8136796106,193827.938939319,39816.4839206661,1008515.35598068,3.20577811960431
2013,"E09000005","Brent",317112,358121.385571749,362599.226596913,97,123945.374183988,113963.863043451,73833.2341968323,1032560.08359293,3.25613689672082
2014,"E09000005","Brent",320101,345721.243333898,363066.800730098,92,102628.80731897,119990.882049414,75107.5485132559,1006607.28194564,3.14465522427495
2015,"E09000005","Brent",323443,305947.383809875,378613.122148763,58,76336.1605672366,119552.368178351,71423.299676356,951930.334380582,2.94311620403157
2016,"E09000005","Brent",326427,311038.872126499,353627.458517714,2,62257.8154110667,119142.430086164,70893.7679227893,916962.344064233,2.8090885376033
2017,"E09000005","Brent",329102,314116.235273968,348102.719287397,0,42700,172905.499948159,70186.1305214583,948010.585030982,2.88059806695487
2018,"E09000005","Brent",330795,312983.405811342,351701.829076479,0,0,225316.593160801,63440.876110691,953442.704159313,2.8822766491613
2002,"E06000043","Brighton and Hove",249743,39146.3819505257,85009,NA,94907.118956762,86254.8262661967,15163.4298595749,320480.757033059,1.28324220111498
2003,"E06000043","Brighton and Hove",249846,62715.0401937459,87880,NA,114254.796816805,78673.5440502104,15675.1458511506,359198.526911911,1.43767971835415
2004,"E06000043","Brighton and Hove",249847,67166.0744901063,126876,NA,122917.380301313,75546.5442860132,15829.4047076585,408335.403785091,1.63434183234176
2005,"E06000043","Brighton and Hove",252863,66388.1746054641,139844.035185814,NA,118258.095088449,90702.6730425518,16392.9053962328,431585.883318512,1.70679729070094
2006,"E06000043","Brighton and Hove",255564,168567,147741,NA,18150.2013620974,94022.8657413018,15228.3607013573,443709.427804756,1.73619691272932
2007,"E06000043","Brighton and Hove",258161,183905.054162295,159900.280312641,NA,16506.669319303,98359.4036984121,15631.9493555622,474303.356848214,1.83723861020144
2008,"E06000043","Brighton and Hove",262019,180607.106728559,165032.773400102,13909,14916.8226180238,107157.562464034,16066.0157836756,497689.280994394,1.89943966275115
2009,"E06000043","Brighton and Hove",265584,187465.268658584,185435.774650077,13954,23309.382346069,100986.796421096,16653.2984861501,527804.520561977,1.98733553437698
2010,"E06000043","Brighton and Hove",269495,187469.960566595,199460.560070162,22654,16016.8542413429,110304.740663274,17232.620829418,553138.736370792,2.05250092347091
2011,"E06000043","Brighton and Hove",272952,186251.392382726,194373.620493698,1936,30295.0566483455,98008.9858421805,18486.1927660527,529351.248133003,1.9393565466932
2012,"E06000043","Brighton and Hove",275724,189472.387225091,194265.539787475,1956,2286.61093627646,117941.224994632,17183.7736539699,523105.536597444,1.89720712233046
2013,"E06000043","Brighton and Hove",277991,195957.383024804,178795.529317443,297,81138.4505809483,46116.1599763807,28486.0755308451,530790.598430421,1.90938051386707
2014,"E06000043","Brighton and Hove",280650,207375.4122246,169149.29799021,202,66535.4103023432,60733.770203604,29567.5126917383,533563.403412496,1.90117015290396
2015,"E06000043","Brighton and Hove",284073,212453.999092626,167705.871589374,131,48671.5265579054,64287.2673146833,28242.0809645369,521491.745519125,1.83576667095826
2016,"E06000043","Brighton and Hove",287173,215167.345496991,162297.80460532,0,35252.5209900446,59594.6900087244,28130.5768327495,500442.937933829,1.74265316702416
2017,"E06000043","Brighton and Hove",288155,226303.603336994,151051.733531549,0,23169.1560016849,61624.7410716623,27712.989442729,489862.22338462,1.69999556969207
2018,"E06000043","Brighton and Hove",290395,249899.116340583,132680.929564733,0,15401.8278904359,64439.1646636686,27746.9652320028,490168.003691424,1.68793541104848
2002,"E06000023","Bristol",389735,56910.3098084936,84846.1323919665,NA,129833.925241924,134751.350864142,23647.9122379694,429989.630544496,1.10328718371328
2003,"E06000023","Bristol",391454,93157.2939307033,90704.9412909912,NA,170445.917503366,120830.429279891,25290.2322424432,500428.814247395,1.27838472527396
2004,"E06000023","Bristol",395743,97101.9811682038,144941.266251538,NA,187848.681167914,115629.132627257,25791.3900876338,571312.451302546,1.44364512146152
2005,"E06000023","Bristol",405407,110431.873085644,152011.877581154,NA,186262.120477534,141501.639538111,27766.2891869869,617973.799869429,1.52432937731571
2006,"E06000023","Bristol",408428,296012.780774561,163819.181867164,NA,26445.8495434777,136999.978211453,26063.7580639956,649341.548460651,1.58985561337776
2007,"E06000023","Bristol",411901,322828.118938274,174148.292382629,NA,24581.8848686408,146477.019311559,26721.495693693,694756.811194796,1.68670824104529
2008,"E06000023","Bristol",414822,303429.007183011,180392.483759704,25743,22741.6603154229,163362.486945866,27599.5388567963,723268.1770608,1.74356272584579
2009,"E06000023","Bristol",418990,369452.168634352,213024.991232505,24263,35952.9114498354,155767.820286271,28624.9284508882,827085.820053852,1.97399894998413
2010,"E06000023","Bristol",423044,338961.022505609,230002,45180,24938.886593103,171740.679140144,29629.0243706134,840451.612609469,1.98667659300089
2011,"E06000023","Bristol",428074,318975.717510575,228716.476479068,661,49928.4426481269,161527.4859316,32319.4732799692,792128.59584934,1.85044781007335
2012,"E06000023","Bristol",433043,295363.663991253,236097.663511713,8,3836.28028910515,197897.787027533,30196.4990121176,763399.893831722,1.76287318772436
2013,"E06000023","Bristol",438386,271458.404808669,199073,0,139681.852076755,92869.8044838922,47658.0304570022,750741.091826319,1.71251155791088
2014,"E06000023","Bristol",443791,264124.737351543,217366,0,115432.34591396,97155.5967953589,50108.0092522294,744186.689313092,1.67688549184885
2015,"E06000023","Bristol",450640,244986.380151672,216067.777706652,0,85247.0656227096,95406.912640103,47937.9670278859,689646.103149023,1.5303703691395
2016,"E06000023","Bristol",455966,280218.781129424,187095.483587298,0,63853.0283222668,95504.6117227773,47749.0491650137,674420.95392678,1.47910360405552
2017,"E06000023","Bristol",459252,307882.872863264,179208.000648992,0,2703.23389814448,169424.45286153,47134.81744156,706353.37771349,1.53805182713083
2018,"E06000023","Bristol",463405,303948.76421437,165505.1841969,0,2280.6749826834,165586.428688683,47102.8897417605,684423.941824397,1.47694552675175
2002,"E09000006","Bromley",296668,69849.595190161,87306.8037250136,NA,103612.819868475,100353.256244043,40856.3476028686,401978.822630561,1.35497870559198
2003,"E09000006","Bromley",297253,152720.134366273,100142.50739998,NA,125132.797686136,93757.888850123,43509.6305210798,515262.958823592,1.733415504044
2004,"E09000006","Bromley",297307,144638.493797299,119017.800191989,NA,136163.564394913,89771.14929575,44923.0275804449,534514.035260396,1.79785217051867
2005,"E09000006","Bromley",299421,148990.184313651,120262.989561257,NA,130601.063511561,107592.598134275,46879.8187630843,554326.654283829,1.85132857843581
2006,"E09000006","Bromley",300963,316484.298015945,130486.283225792,NA,15927.3882382129,82512.0737901965,39662.1567223515,585072.199992498,1.94400042527652
2007,"E09000006","Bromley",302625,340909.310327468,135826.081512082,NA,14510.7900351376,86463.6386483712,40386.0153925282,618095.835915587,2.04244803276526
2008,"E09000006","Bromley",304968,320485.967981459,146238.426004789,11196,13131.2688157605,94327.3345622293,41117.7163245868,626496.713688824,2.05430311930702
